date,branch_id,cash_in,cash_out,net_cash_flow,cumulative_cash
2025-12-27,B002,155507.85,51060.26,104447.59,31140187.27
2025-12-27,B003,114268.00,47619.09,66648.91,21724146.81
2025-12-27,B004,114268.00,39749.46,74518.54,24414797.68
2025-12-27,B005,118478.34,40358.43,78119.90,24715941.43
2025-12-28,B001,157668.09,32771.13,124896.97,37696823.60
2025-12-28,B002,149248.00,49540.53,99707.47,31239894.73
2025-12-28,B003,114268.00,43475.15,70792.85,21794939.66
2025-12-28,B004,124875.65,39572.37,85303.28,24500100.96
2025-12-28,B005,114268.00,38316.97,75951.03,24791892.46
2025-12-29,B001,135680.00,35239.64,100440.36,37797263.96
2025-12-29,B002,135680.00,49540.53,86139.47,31326034.20
2025-12-29,B003,108796.80,44790.60,64006.20,21858945.86
2025-12-29,B004,103880.00,41105.03,62774.97,24562875.93
2025-12-29,B005,103880.00,34599.75,69280.25,24861172.71
2025-12-30,B001,135680.00,30982.07,104697.93,37901961.89
2025-12-30,B002,145393.97,52021.43,93372.54,31419406.74
2025-12-30,B003,103880.00,43475.15,60404.85,21919350.70
2025-12-30,B004,103880.00,37064.69,66815.31,24629691.24
2025-12-30,B005,124383.36,39368.72,85014.64,24946187.36
2025-12-31,B001,149604.07,34663.20,114940.87,38016902.75
2025-12-31,B002,135680.00,52326.95,83353.05,31502759.79
2025-12-31,B003,103880.00,47976.19,55903.81,21975254.51
2025-12-31,B004,110475.41,38917.06,71558.36,24701249.60
2025-12-31,B005,103880.00,40311.09,63568.91,25009756.27
